product_name,brand,category,ingredients,skin_type,price,rating
Innovative system-worthy open system Serum,Cetaphil,face wash,"glycolic acid, tea tree oil, rose water, green tea, aloe vera",combination,779.4,3.5
Intuitive explicit knowledge user Face mask,Biotique,cleanser,"zinc, charcoal, green tea",normal,1669.72,3.5
Open-source national parallelism Face mask,WOW Skin Science,face mask,"vitamin C, zinc, kojic acid",dry,534.6,1.1
Re-engineered foreground algorithm Toner,Cetaphil,face wash,"rose water, aloe vera, turmeric",combination,101.74,1.2
Balanced encompassing paradigm Cleanser,Olay,serum,"retinol, kojic acid, green tea, tea tree oil",normal,871.03,2.8
Object-based user-facing open architecture Sunscreen,Dove,moisturizer,"ceramides, green tea, salicylic acid",normal,734.07,4.1
Multi-channeled exuding workforce Serum,Cetaphil,toner,"glycolic acid, green tea, turmeric, hyaluronic acid",sensitive,1805.52,3.7
Optimized bifurcated array Face mask,Aqualogica,eye cream,"rose water, green tea, zinc, niacinamide, vitamin C",sensitive,1753.25,2.2
Multi-layered intermediate methodology Serum,Neutrogena,cleanser,"tea tree oil, hyaluronic acid, kojic acid",oily,1040.03,1.5
Expanded methodical interface Eye cream,Nivea,sunscreen,"shea butter, green tea, vitamin C, turmeric",normal,749.74,2.1
Profit-focused user-facing utilization Face mask,Lakme,serum,"shea butter, niacinamide, ceramides, rose water",sensitive,820.01,1.8
Synergistic static groupware Toner,Himalaya,serum,"aloe vera, shea butter, green tea, ceramides",normal,1455.39,2.2
Persistent non-volatile standardization Face mask,Forest Essentials,eye cream,"vitamin C, ceramides, tea tree oil",dry,1563.26,3.1
Front-line grid-enabled frame Moisturizer,The Ordinary,face wash,"charcoal, green tea, rose water, turmeric, glycolic acid",sensitive,1749.5,3.1
Object-based 4thgeneration service-desk Face mask,Himalaya,face wash,"kojic acid, glycolic acid, zinc",oily,1978.83,4.1
Business-focused multi-tasking process improvement Moisturizer,Cetaphil,eye cream,"hyaluronic acid, charcoal, zinc",combination,1879.99,1
Configurable discrete workforce Eye cream,Aqualogica,toner,"charcoal, retinol, ceramides, tea tree oil, rose water",oily,1088.67,2.1
Grass-roots static encryption Face wash,Plum,sunscreen,"kojic acid, green tea, tea tree oil",sensitive,314.13,2
Implemented homogeneous approach Eye cream,WOW Skin Science,toner,"aloe vera, charcoal, vitamin C",sensitive,1349.86,2.7
Inverse systemic capability Eye cream,Forest Essentials,serum,"retinol, aloe vera, charcoal, niacinamide, hyaluronic acid",combination,1890.84,3.5
User-centric modular parallelism Eye cream,L'Oreal Paris,moisturizer,"zinc, green tea, turmeric",oily,991.01,1.4
Balanced intangible moderator Moisturizer,Lakme,serum,"charcoal, vitamin C, salicylic acid",normal,592.01,4
Enterprise-wide static hub Toner,Pond's,cleanser,"green tea, shea butter, retinol, vitamin C, hyaluronic acid",normal,596.25,3.1
Quality-focused cohesive emulation Moisturizer,Pond's,face wash,"green tea, ceramides, salicylic acid",sensitive,807.84,4.7
Optional multi-state leverage Serum,Lakme,face wash,"green tea, rose water, salicylic acid, charcoal, niacinamide",dry,1104.78,3.3
Reduced client-server function Cleanser,Neutrogena,eye cream,"kojic acid, turmeric, zinc, green tea",oily,1684.64,2.1
Integrated background support Cleanser,Neutrogena,moisturizer,"salicylic acid, vitamin C, niacinamide, zinc",sensitive,385.55,1.1
Universal human-resource budgetary management Cleanser,Himalaya,toner,"vitamin C, niacinamide, glycolic acid, kojic acid, ceramides",sensitive,358.52,4.6
Organic full-range migration Face wash,Biotique,face wash,"glycolic acid, hyaluronic acid, niacinamide, shea butter",dry,252.16,4.4
Intuitive systemic flexibility Face wash,Himalaya,sunscreen,"glycolic acid, salicylic acid, turmeric, ceramides, retinol",sensitive,540.91,4.1
Streamlined eco-centric protocol Moisturizer,WOW Skin Science,face wash,"salicylic acid, hyaluronic acid, rose water, ceramides, shea butter",combination,1353.57,4.5
Networked even-keeled implementation Sunscreen,Nivea,moisturizer,"hyaluronic acid, glycolic acid, niacinamide, rose water, salicylic acid",combination,1436.75,1.8
Compatible 6thgeneration core Face mask,Cetaphil,face wash,"niacinamide, rose water, charcoal",sensitive,1501.36,3.8
Ergonomic 24hour framework Toner,L'Oreal Paris,face wash,"shea butter, aloe vera, ceramides",sensitive,1926.25,1.3
Switchable context-sensitive parallelism Face mask,Neutrogena,face mask,"hyaluronic acid, turmeric, niacinamide",oily,439.59,1.2
Triple-buffered exuding alliance Moisturizer,Biotique,toner,"green tea, rose water, turmeric, kojic acid",dry,1292.98,4.4
Automated fault-tolerant methodology Cleanser,The Ordinary,moisturizer,"niacinamide, rose water, charcoal, kojic acid",normal,1465.45,4.9
Robust uniform encoding Eye cream,The Ordinary,sunscreen,"green tea, shea butter, salicylic acid, zinc, rose water",dry,1351.34,4.8
Upgradable interactive policy Moisturizer,Forest Essentials,face wash,"vitamin C, zinc, tea tree oil, aloe vera",combination,985.18,1.1
Devolved leadingedge analyzer Cleanser,Dove,sunscreen,"aloe vera, zinc, ceramides",dry,1431.25,2.1
Visionary 24hour data-warehouse Moisturizer,The Ordinary,moisturizer,"kojic acid, rose water, shea butter",normal,672.6,2.1
Triple-buffered asymmetric intranet Moisturizer,Biotique,face mask,"tea tree oil, shea butter, glycolic acid, vitamin C",combination,1558.13,1.1
Focused multimedia synergy Sunscreen,WOW Skin Science,face mask,"glycolic acid, salicylic acid, vitamin C, shea butter",dry,299.8,2
Quality-focused upward-trending budgetary management Sunscreen,Plum,eye cream,"rose water, charcoal, zinc, hyaluronic acid, shea butter",dry,272.5,4.6
Open-architected non-volatile product Eye cream,Mamaearth,toner,"glycolic acid, green tea, turmeric, zinc",oily,1251.03,4.3
Self-enabling zero-defect flexibility Serum,Minimalist,eye cream,"rose water, kojic acid, zinc, salicylic acid",oily,269.24,3.4
Stand-alone fault-tolerant matrix Face wash,Pond's,eye cream,"niacinamide, shea butter, aloe vera, zinc, rose water",combination,844.99,3.2
Sharable multimedia process improvement Toner,Aqualogica,cleanser,"zinc, ceramides, charcoal",normal,743,1.3
Reverse-engineered system-worthy structure Cleanser,Pond's,sunscreen,"turmeric, tea tree oil, retinol, vitamin C",oily,422.75,1.3
Profit-focused client-driven task-force Toner,Minimalist,cleanser,"charcoal, ceramides, kojic acid",oily,1731.99,1
Operative tertiary capacity Eye cream,Neutrogena,moisturizer,"kojic acid, salicylic acid, vitamin C, zinc",sensitive,1495.34,1.7
Universal incremental workforce Face mask,Pond's,serum,"shea butter, hyaluronic acid, salicylic acid, retinol",combination,1512.4,1.2
Cross-group global neural-net Sunscreen,Minimalist,face mask,"turmeric, zinc, hyaluronic acid",sensitive,1762.83,1.7
Organic holistic data-warehouse Cleanser,Olay,face mask,"hyaluronic acid, rose water, tea tree oil, salicylic acid, ceramides",normal,1153.55,1.4
Visionary stable workforce Eye cream,WOW Skin Science,moisturizer,"rose water, tea tree oil, retinol, shea butter, salicylic acid",combination,503.89,1.4
Mandatory composite budgetary management Face mask,Mamaearth,toner,"niacinamide, turmeric, green tea, aloe vera, hyaluronic acid",normal,1235.26,2.1
Operative clear-thinking encryption Toner,Olay,serum,"turmeric, niacinamide, glycolic acid, vitamin C, ceramides",sensitive,1097.8,3.4
Front-line mobile core Eye cream,Biotique,serum,"charcoal, glycolic acid, niacinamide",dry,1681.4,1.2
Managed homogeneous access Serum,Minimalist,face mask,"shea butter, kojic acid, tea tree oil, zinc",combination,877.39,4
Distributed system-worthy installation Cleanser,The Derma Co,sunscreen,"vitamin C, aloe vera, shea butter, glycolic acid",oily,917.38,4.5
Mandatory impactful matrix Sunscreen,Nivea,sunscreen,"charcoal, tea tree oil, niacinamide, retinol, salicylic acid",oily,1519.3,3.7
Open-architected motivating intranet Face wash,Lakme,face mask,"tea tree oil, green tea, salicylic acid",combination,170.37,3.5
Automated heuristic concept Serum,The Ordinary,eye cream,"kojic acid, ceramides, niacinamide, glycolic acid, hyaluronic acid",dry,1728.56,3.3
Future-proofed needs-based knowledge user Sunscreen,L'Oreal Paris,sunscreen,"ceramides, hyaluronic acid, aloe vera, rose water, charcoal",combination,1820.72,3.1
Customer-focused interactive knowledge user Eye cream,Plum,face wash,"aloe vera, green tea, retinol, charcoal",combination,199.05,2.6
Extended bifurcated paradigm Face wash,Nivea,eye cream,"ceramides, shea butter, hyaluronic acid, tea tree oil, glycolic acid",oily,1269.46,3.4
Grass-roots holistic challenge Moisturizer,Mamaearth,sunscreen,"vitamin C, glycolic acid, kojic acid, aloe vera",combination,1372.74,3.4
Object-based responsive productivity Eye cream,Neutrogena,face mask,"charcoal, green tea, kojic acid, niacinamide, glycolic acid",normal,603.47,3.7
Face-to-face tertiary product Face wash,Pond's,sunscreen,"turmeric, niacinamide, salicylic acid",combination,734.29,3
Open-architected composite framework Moisturizer,WOW Skin Science,serum,"turmeric, rose water, vitamin C, retinol, tea tree oil",sensitive,650.14,2.6
Upgradable transitional extranet Sunscreen,Mamaearth,face mask,"kojic acid, charcoal, zinc, aloe vera",oily,990.9,2.3
Adaptive reciprocal service-desk Serum,Pond's,cleanser,"charcoal, zinc, hyaluronic acid",sensitive,664.95,3.7
Robust real-time emulation Moisturizer,Olay,face wash,"turmeric, aloe vera, shea butter, vitamin C, tea tree oil",oily,975.46,4.8
Devolved transitional strategy Serum,Forest Essentials,toner,"rose water, ceramides, tea tree oil, turmeric, vitamin C",dry,1903.72,1.5
Function-based bi-directional model Face mask,The Ordinary,moisturizer,"green tea, aloe vera, kojic acid",oily,875.14,3
Down-sized tangible database Toner,The Ordinary,face wash,"aloe vera, turmeric, green tea",oily,1089.24,1.5
Reverse-engineered national firmware Sunscreen,Olay,face mask,"vitamin C, rose water, niacinamide",normal,580.28,1.7
Innovative explicit Graphic Interface Toner,Forest Essentials,serum,"rose water, hyaluronic acid, glycolic acid",sensitive,249.16,1.7
User-friendly optimal encoding Serum,Himalaya,serum,"charcoal, tea tree oil, hyaluronic acid",combination,1779.98,1.5
Multi-tiered client-driven knowledgebase Sunscreen,Lakme,face wash,"tea tree oil, glycolic acid, salicylic acid",oily,1532.08,1.6
Vision-oriented didactic flexibility Toner,Mamaearth,cleanser,"hyaluronic acid, ceramides, charcoal, aloe vera, turmeric",oily,724.38,4.5
User-friendly actuating intranet Eye cream,Dot & Key,face wash,"salicylic acid, vitamin C, charcoal, tea tree oil",sensitive,638.52,4
Digitized well-modulated instruction set Face wash,The Derma Co,eye cream,"kojic acid, shea butter, tea tree oil, rose water",oily,230.69,3
Compatible well-modulated function Face mask,Olay,eye cream,"shea butter, hyaluronic acid, rose water, kojic acid",normal,1343.67,1.8
Adaptive bifurcated groupware Cleanser,Neutrogena,face mask,"ceramides, retinol, glycolic acid, tea tree oil, green tea",dry,1189.89,4.5
Self-enabling next generation software Cleanser,Dove,cleanser,"vitamin C, retinol, tea tree oil",sensitive,364.37,4.8
User-friendly multi-tasking projection Moisturizer,Lakme,eye cream,"green tea, glycolic acid, tea tree oil, salicylic acid, charcoal",sensitive,838.61,1.3
Proactive motivating installation Cleanser,Olay,serum,"charcoal, glycolic acid, hyaluronic acid",normal,809.94,3
De-engineered motivating architecture Toner,Neutrogena,sunscreen,"aloe vera, niacinamide, salicylic acid, turmeric",normal,817.78,1.2
Ergonomic transitional process improvement Cleanser,Dove,face mask,"hyaluronic acid, green tea, rose water, shea butter",sensitive,1865.4,2.2
Horizontal dynamic encryption Toner,Lakme,serum,"aloe vera, turmeric, ceramides, vitamin C, zinc",sensitive,1074.45,4
Up-sized grid-enabled website Sunscreen,Olay,sunscreen,"salicylic acid, charcoal, niacinamide, green tea",normal,879.91,4.9
Networked background knowledgebase Serum,Olay,face wash,"glycolic acid, retinol, hyaluronic acid, kojic acid",combination,459.81,3.9
Team-oriented well-modulated installation Face wash,Dot & Key,face wash,"turmeric, charcoal, green tea",oily,1028.6,3.8
Re-engineered national toolset Serum,Dot & Key,cleanser,"vitamin C, ceramides, kojic acid",dry,1760.18,1.3
Compatible analyzing leverage Cleanser,Aqualogica,face wash,"aloe vera, glycolic acid, zinc, turmeric, hyaluronic acid",sensitive,1128.76,3.4
Managed 6thgeneration open system Sunscreen,Biotique,toner,"green tea, zinc, tea tree oil",combination,1041.54,1.7
Persevering solution-oriented infrastructure Toner,Biotique,moisturizer,"aloe vera, charcoal, zinc, vitamin C",oily,1070.31,3.1
Pre-emptive systematic firmware Face mask,Olay,face mask,"aloe vera, niacinamide, zinc, vitamin C, tea tree oil",oily,783.42,3.6
De-engineered 24/7 implementation Serum,WOW Skin Science,serum,"ceramides, retinol, vitamin C, turmeric",sensitive,277.95,2
Cross-group coherent customer loyalty Face mask,Biotique,moisturizer,"tea tree oil, niacinamide, zinc",sensitive,497.17,3
Synergized holistic array Sunscreen,Neutrogena,sunscreen,"zinc, kojic acid, glycolic acid",sensitive,440.07,4.3
Business-focused zero-defect service-desk Moisturizer,Neutrogena,toner,"rose water, turmeric, salicylic acid, glycolic acid",oily,148.62,1.5
Switchable actuating function Face mask,Dove,moisturizer,"niacinamide, green tea, salicylic acid",sensitive,710.31,3.9
Expanded regional hub Cleanser,Neutrogena,cleanser,"rose water, hyaluronic acid, kojic acid",oily,1521.79,3.2
Seamless stable installation Face mask,Neutrogena,eye cream,"green tea, vitamin C, zinc, charcoal, turmeric",oily,876.98,4.1
Intuitive transitional product Cleanser,Plum,eye cream,"tea tree oil, vitamin C, turmeric, kojic acid",oily,1274.73,2.2
Reactive multimedia superstructure Sunscreen,Neutrogena,sunscreen,"shea butter, hyaluronic acid, turmeric, green tea, rose water",dry,933.39,2.5
Configurable discrete customer loyalty Face wash,Mamaearth,moisturizer,"retinol, glycolic acid, ceramides, hyaluronic acid, vitamin C",dry,1373.09,1.6
Vision-oriented systematic collaboration Toner,Forest Essentials,eye cream,"retinol, zinc, ceramides",combination,1461.84,3
Business-focused client-server utilization Serum,Forest Essentials,cleanser,"vitamin C, rose water, glycolic acid",oily,1963.49,2.7
Upgradable global capacity Face wash,Neutrogena,face mask,"ceramides, green tea, charcoal, glycolic acid",oily,1693.19,4.9
Customizable executive service-desk Face mask,Forest Essentials,toner,"hyaluronic acid, rose water, niacinamide",sensitive,650.91,3.4
Pre-emptive fault-tolerant product Eye cream,WOW Skin Science,serum,"rose water, charcoal, vitamin C, hyaluronic acid",sensitive,949.89,1.6
Universal national policy Sunscreen,Neutrogena,serum,"ceramides, turmeric, vitamin C, kojic acid, niacinamide",combination,1141.17,2.2
Object-based homogeneous implementation Toner,Neutrogena,toner,"green tea, ceramides, zinc, vitamin C, tea tree oil",normal,607.34,4.7
Business-focused transitional open system Serum,Lakme,face wash,"niacinamide, salicylic acid, aloe vera, vitamin C, ceramides",combination,710.99,1.4
Public-key multi-tasking installation Face wash,Himalaya,sunscreen,"kojic acid, salicylic acid, shea butter",dry,735.42,3.5
Public-key local toolset Serum,The Derma Co,sunscreen,"charcoal, vitamin C, ceramides, zinc",sensitive,510.18,3.8
